2021,1,1,480.26,7,,close
2021,1,1,480.26,19,,close
2021,1,2,480.26,7,,close
2021,1,2,480.26,19,,close
2021,1,3,480.26,7,,close
2021,1,3,480.26,19,,close
2021,1,4,480.26,7,,close
2021,1,4,480.25,19,,close
2021,1,5,480.25,7,,close
2021,1,5,480.25,19,,close
2021,1,6,480.25,7,,close
2021,1,6,480.24,19,,close
2021,1,7,480.24,7,,close
2021,1,7,480.24,19,,close
2021,1,8,480.24,7,,close
2021,1,8,480.24,19,,close
2021,1,9,480.24,7,,close
2021,1,9,480.24,19,,close
2021,1,10,480.24,7,,close
2021,1,10,480.2,19,,open
2021,1,11,480.15,7,,open
2021,1,11,480.12,19,,open
2021,1,12,480.1,7,,open
2021,1,12,480.08,19,,open
2021,1,13,480.05,7,,open
2021,1,13,480.01,19,,open
2021,1,14,480.05,7,,open
2021,1,14,479.95,19,,open
2021,1,15,479.98,7,,open
2021,1,15,479.9,19,,open
2021,1,16,479.9,7,,close
2021,1,16,479.83,19,,open
2021,1,17,479.78,7,,open
2021,1,17,479.74,19,,open
2021,1,18,479.7,7,,open
2021,1,18,479.67,19,,open
2021,1,19,479.64,7,,open
2021,1,19,479.59,19,,open
2021,1,20,479.55,7,,open
2021,1,20,479.52,19,,open
2021,1,21,479.51,7,,open
2021,1,21,479.48,19,,open
2021,1,22,479.45,7,,open
2021,1,22,479.42,19,,open
2021,1,23,479.39,7,,open
2021,1,23,479.35,19,,open
2021,1,24,479.32,7,,open
2021,1,24,479.27,19,,open
2021,1,25,479.23,7,,open
2021,1,25,479.2,19,,open
2021,1,26,479.19,7,,open
2021,1,26,479.19,19,,close
2021,1,27,479.19,7,,open
2021,1,27,479.15,19,,close
2021,1,28,479.15,7,,open
2021,1,28,479.11,19,,open
2021,1,29,479.11,7,,open
2021,1,29,479.07,19,,open
2021,1,30,479.07,7,,open
2021,1,30,479.05,19,,open
2021,1,31,479.05,7,,open
2021,1,31,479,19,,open
2021,2,1,479,7,,open
2021,2,1,478.96,19,,open
2021,2,2,478.96,7,,open
2021,2,2,478.94,19,,open
2021,2,3,478.94,7,,open
2021,2,3,478.9,19,,open
2021,2,4,478.9,7,,open
2021,2,4,478.86,19,,open
2021,2,5,478.86,7,,open
2021,2,5,478.8,19,,open
2021,2,6,478.76,7,,close
2021,2,6,478.76,19,,close
2021,2,7,478.76,7,,open
2021,2,7,478.73,19,,open
2021,2,8,478.73,7,20,close
2021,2,8,478.78,19,37,close
2021,2,9,478.85,7,40,close
2021,2,9,478.89,19,,close
2021,2,10,478.89,7,,close
2021,2,10,478.89,19,,close
2021,2,11,478.89,7,,close
2021,2,11,478.89,19,,close
2021,2,12,478.89,7,,close
2021,2,12,478.89,19,,close
2021,2,13,478.89,7,,close
2021,2,13,478.89,19,,close
2021,2,14,478.89,7,,close
2021,2,14,478.89,19,,close
2021,2,15,478.89,7,,open
2021,2,15,478.84,19,,close
2021,2,16,478.83,7,,open
2021,2,16,478.78,19,,open
2021,2,17,478.75,7,,open
2021,2,17,478.7,19,,open
2021,2,18,478.7,7,,open
2021,2,18,478.66,19,,open
2021,2,19,478.66,7,,open
2021,2,19,478.64,19,,open
2021,2,20,478.64,7,,open
2021,2,20,478.63,19,,open
2021,2,21,478.62,7,,open
2021,2,21,478.58,19,,open
2021,2,22,478.58,7,,open
2021,2,22,478.55,19,,open
2021,2,23,478.55,7,,open
2021,2,23,478.5,19,,open
2021,2,24,478.5,7,4.5,open
2021,2,24,478.47,19,,open
2021,2,25,478.47,7,,open
2021,2,25,478.45,19,,open
2021,2,26,478.45,7,,open
2021,2,26,478.43,19,,open
2021,2,27,478.43,7,,open
2021,2,27,478.39,19,,open
2021,2,28,478.39,7,,open
2021,2,28,478.35,19,,open
2021,3,1,478.35,7,,open
2021,3,1,478.31,19,,open
2021,3,2,478.31,7,,open
2021,3,2,478.28,19,,open
2021,3,3,478.28,7,,open
2021,3,3,478.25,19,,open
2021,3,4,478.25,7,,open
2021,3,4,478.21,19,,open
2021,3,5,478.21,7,,open
2021,3,5,478.16,19,,open
2021,3,6,478.16,7,,open
2021,3,6,478.14,19,,open
2021,3,7,478.14,7,,open
2021,3,7,478.1,19,,open
2021,3,8,478.1,7,,open
2021,3,8,478.08,19,,open
2021,3,9,478.08,7,,open
2021,3,9,478.05,19,,open
2021,3,10,478.06,7,,open
2021,3,10,478,19,,open
2021,3,11,478,7,,open
2021,3,11,477.95,19,,open
2021,3,12,477.95,7,,open
